Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
SpiceJet,06/06/19,Chennai,Kolkata,MAA ? CCU,9:45,12:00,2h 15m,non-stop,No info,3597
Jet Airways,06/21/19,Bangalore,New Delhi,BLR ? DEL,19:50,22:50,3h,non-stop,No info,8541
Jet Airways,06/24/19,New Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:10,25-06-21 19:00,23h 50m,2 stops,No info,12819
Jet Airways,03/24/19,Kolkata,Bangalore,CCU ? BOM ? BLR,13:55,25-03-21 18:10,28h 15m,1 stop,No info,14231
Multiple carriers,03/27/19,New Delhi,Cochin,DEL ? BOM ? COK,18:00,28-03-21 1:35,7h 35m,1 stop,No info,6673
Jet Airways,06/24/19,New Delhi,Cochin,DEL ? AMD ? BOM ? COK,23:05,25-06-21 12:35,13h 30m,2 stops,No info,12819
IndiGo,06/03/19,New Delhi,Cochin,DEL ? BOM ? COK,4:55,21:00,16h 5m,1 stop,No info,6838
IndiGo,05/06/19,Kolkata,Bangalore,CCU ? MAA ? BLR,6:20,10:20,4h,1 stop,No info,4226
IndiGo,06/03/19,New Delhi,Cochin,DEL ? HYD ? COK,8:35,16:10,7h 35m,1 stop,No info,6442
Jet Airways,05/21/19,Kolkata,Bangalore,CCU ? BOM ? BLR,21:10,22-05-21 8:15,11h 5m,1 stop,No info,14781
Air India,03/12/19,Mumbai,Hyderabad,BOM ? AMD ? ISK ? HYD,5:30,14:50,9h 20m,2 stops,No info,11342
Jet Airways,03/12/19,Bangalore,New Delhi,BLR ? BOM ? DEL,5:45,11:25,5h 40m,1 stop,No info,13817
Jet Airways,05/24/19,Kolkata,Bangalore,CCU ? BOM ? BLR,6:30,12:00,5h 30m,1 stop,No info,14178
Jet Airways,05/27/19,New Delhi,Cochin,DEL ? JAI ? BOM ? COK,19:30,28-05-21 4:25,8h 55m,2 stops,In-flight meal not included,13029
Air India,05/09/19,New Delhi,Cochin,DEL ? JAI ? BOM ? COK,18:45,10/05/21 19:15,24h 30m,2 stops,No info,11942
Jet Airways,06/15/19,New Delhi,Cochin,DEL ? IDR ? BOM ? COK,5:30,16-06-21 4:25,22h 55m,2 stops,No info,13292
Vistara,05/27/19,Chennai,Kolkata,MAA ? CCU,7:05,9:20,2h 15m,non-stop,No info,3687
IndiGo,05/09/19,New Delhi,Cochin,DEL ? HYD ? COK,8:35,22:30,13h 55m,1 stop,No info,6734
Jet Airways,05/06/19,Kolkata,Bangalore,CCU ? BOM ? BLR,21:10,07/05/21 12:00,14h 50m,1 stop,In-flight meal not included,9663
SpiceJet,05/12/19,Mumbai,Hyderabad,BOM ? HYD,22:45,13-05-21 0:15,1h 30m,non-stop,No info,2017
Jet Airways,06/09/19,New Delhi,Cochin,DEL ? JAI ? BOM ? COK,5:30,10/06/21 4:25,22h 55m,2 stops,No info,13014
Jet Airways,05/24/19,Kolkata,Bangalore,CCU ? BOM ? BLR,14:05,25-05-21 16:20,26h 15m,1 stop,In-flight meal not included,10844
Air India,06/09/19,Kolkata,Bangalore,CCU ? IXR ? DEL ? BLR,5:50,20:25,14h 35m,2 stops,No info,11201
IndiGo,05/27/19,New Delhi,Cochin,DEL ? BOM ? COK,4:55,21:00,16h 5m,1 stop,No info,8784
SpiceJet,03/21/19,Kolkata,Bangalore,CCU ? BLR,6:55,9:35,2h 40m,non-stop,No info,4148
Jet Airways,06/01/19,New Delhi,Cochin,DEL ? BOM ? COK,22:50,02/06/21 4:25,5h 35m,1 stop,In-flight meal not included,10262
SpiceJet,05/15/19,Bangalore,New Delhi,BLR ? DEL,5:55,8:35,2h 40m,non-stop,No check-in baggage included,3257
Jet Airways,06/15/19,New Delhi,Cochin,DEL ? NAG ? BOM ? COK,6:45,16-06-21 4:25,21h 40m,2 stops,No info,13376
Multiple carriers,05/27/19,New Delhi,Cochin,DEL ? BOM ? COK,11:40,21:00,9h 20m,1 stop,No info,7005
Multiple carriers,06/15/19,New Delhi,Cochin,DEL ? BOM ? COK,8:30,19:15,10h 45m,1 stop,No info,8937
Jet Airways,03/06/19,Bangalore,New Delhi,BLR ? BOM ? DEL,14:05,07/03/21 0:45,10h 40m,1 stop,No info,14815
Jet Airways,03/09/19,New Delhi,Cochin,DEL ? JDH ? BOM ? COK,13:55,10/03/21 4:25,14h 30m,2 stops,No info,17229
Jet Airways,05/24/19,New Delhi,Cochin,DEL ? AMD ? BOM ? COK,23:05,26-05-21 4:25,29h 20m,2 stops,No info,16704
IndiGo,06/12/19,Bangalore,New Delhi,BLR ? DEL,22:10,13-06-21 1:00,2h 50m,non-stop,No info,3419
IndiGo,06/24/19,Kolkata,Bangalore,CCU ? BLR,22:15,25-06-21 0:50,2h 35m,non-stop,No info,4804
Jet Airways,03/21/19,New Delhi,Cochin,DEL ? BHO ? BOM ? COK,5:40,22-03-21 4:25,22h 45m,2 stops,No info,11543
Air India,06/12/19,Kolkata,Bangalore,CCU ? BOM ? COK ? BLR,9:25,13-06-21 13:45,28h 20m,2 stops,No info,11542
Air India,05/18/19,New Delhi,Cochin,DEL ? JDH ? BOM ? COK,12:55,19-05-21 19:15,30h 20m,2 stops,No info,13696
Jet Airways,06/27/19,New Delhi,Cochin,DEL ? BOM ? COK,14:00,28-06-21 12:35,22h 35m,1 stop,In-flight meal not included,10262
Air India,06/15/19,Kolkata,Bangalore,CCU ? BLR,20:45,23:20,2h 35m,non-stop,No info,4145
IndiGo,03/09/19,Bangalore,New Delhi,BLR ? DEL,21:20,13-03-21 0:15,2h 55m,non-stop,No info,4777
IndiGo,06/24/19,New Delhi,Cochin,DEL ? BLR ? COK,5:10,10:05,4h 55m,1 stop,No info,6496
SpiceJet,06/21/19,Mumbai,Hyderabad,BOM ? HYD,5:45,7:15,1h 30m,non-stop,No info,2753
SpiceJet,05/03/19,Mumbai,Hyderabad,BOM ? HYD,22:45,04/05/21 0:15,1h 30m,non-stop,No info,2227
Jet Airways,05/09/19,Kolkata,Bangalore,CCU ? BOM ? BLR,20:00,10/05/21 12:00,16h,1 stop,In-flight meal not included,9663
Jet Airways,06/21/19,New Delhi,Cochin,DEL ? COK,11:00,14:15,3h 15m,non-stop,In-flight meal not included,4256
Multiple carriers,03/27/19,New Delhi,Cochin,DEL ? BOM ? COK,8:00,18:50,10h 50m,1 stop,No info,11667
Multiple carriers,06/27/19,New Delhi,Cochin,DEL ? BOM ? COK,10:20,21:00,10h 40m,1 stop,No info,6480
Multiple carriers,06/24/19,New Delhi,Cochin,DEL ? BOM ? COK,10:20,25-06-21 1:30,15h 10m,1 stop,In-flight meal not included,5797
IndiGo,05/21/19,New Delhi,Cochin,DEL ? MAA ? COK,7:15,12:30,5h 15m,1 stop,No info,5636
Jet Airways,05/09/19,Kolkata,Bangalore,CCU ? DEL ? BLR,20:25,10/05/21 23:35,27h 10m,1 stop,No info,13067
SpiceJet,03/18/19,Chennai,Kolkata,MAA ? CCU,8:20,10:35,2h 15m,non-stop,No info,3859
IndiGo,03/01/19,Bangalore,New Delhi,BLR ? HYD ? DEL,7:30,12:20,4h 50m,1 stop,No info,8110
IndiGo,03/09/19,Mumbai,Hyderabad,BOM ? HYD,6:20,7:45,1h 25m,non-stop,No info,4392
Multiple carriers,03/27/19,New Delhi,Cochin,DEL ? BOM ? COK,2:15,13:20,11h 5m,1 stop,No info,12327
SpiceJet,06/24/19,Kolkata,Bangalore,CCU ? BLR,22:20,25-06-21 0:40,2h 20m,non-stop,No check-in baggage included,3841
Air India,05/09/19,New Delhi,Cochin,DEL ? HYD ? BOM ? COK,17:15,10/05/21 7:40,14h 25m,2 stops,No info,13039
Jet Airways,06/03/19,New Delhi,Cochin,DEL ? IDR ? BOM ? COK,9:35,04/06/21 12:35,27h,2 stops,In-flight meal not included,11507
Air India,06/06/19,Kolkata,Bangalore,CCU ? GAU ? DEL ? BLR,9:50,23:15,13h 25m,2 stops,No info,14960
IndiGo,06/06/19,Mumbai,Hyderabad,BOM ? HYD,9:15,10:45,1h 30m,non-stop,No info,4049
Air Asia,04/09/19,Bangalore,New Delhi,BLR ? DEL,23:55,10/04/21 2:45,2h 50m,non-stop,No info,4483
IndiGo,05/12/19,Kolkata,Bangalore,CCU ? BLR,15:15,17:45,2h 30m,non-stop,No info,4804
Jet Airways,04/03/19,Bangalore,New Delhi,BLR ? DEL,6:00,8:45,2h 45m,non-stop,No info,7229
Jet Airways,06/12/19,New Delhi,Cochin,DEL ? LKO ? BOM ? COK,9:25,13-06-21 12:35,27h 10m,2 stops,No info,13882
GoAir,04/03/19,Bangalore,New Delhi,BLR ? DEL,20:55,23:40,2h 45m,non-stop,No info,4239
Jet Airways,06/24/19,Bangalore,New Delhi,BLR ? DEL,17:45,20:45,3h,non-stop,No info,8016
Jet Airways,06/15/19,New Delhi,Cochin,DEL ? BOM ? COK,7:05,12:35,5h 30m,1 stop,In-flight meal not included,10262
Air India,03/09/19,Bangalore,New Delhi,BLR ? VGA ? HYD ? DEL,10:30,21:25,10h 55m,2 stops,No info,9586
Jet Airways,05/18/19,New Delhi,Cochin,DEL ? BOM ? COK,19:45,19-05-21 12:35,16h 50m,1 stop,In-flight meal not included,12373
Jet Airways,06/12/19,Bangalore,New Delhi,BLR ? DEL,19:50,22:50,3h,non-stop,In-flight meal not included,5769
Air India,06/24/19,Kolkata,Bangalore,CCU ? BLR,14:15,16:45,2h 30m,non-stop,No info,5510
Air India,03/21/19,New Delhi,Cochin,DEL ? HYD ? MAA ? COK,7:05,22-03-21 9:25,26h 20m,2 stops,No info,7615
Jet Airways,04/03/19,Mumbai,Hyderabad,BOM ? HYD,19:35,21:05,1h 30m,non-stop,In-flight meal not included,2071
IndiGo,06/12/19,Chennai,Kolkata,MAA ? CCU,22:05,13-06-21 0:25,2h 20m,non-stop,No info,5277
Jet Airways,06/03/19,New Delhi,Cochin,DEL ? JAI ? BOM ? COK,9:40,04/06/21 12:35,26h 55m,2 stops,No info,13014
Jet Airways,05/06/19,Kolkata,Bangalore,CCU ? BOM ? BLR,8:25,20:45,12h 20m,1 stop,No info,14388
Air Asia,05/01/19,Bangalore,New Delhi,BLR ? DEL,4:55,7:45,2h 50m,non-stop,No info,4282
Jet Airways,05/15/19,Kolkata,Bangalore,CCU ? BOM ? BLR,16:30,23:35,7h 5m,1 stop,No info,13941
IndiGo,04/12/19,Bangalore,New Delhi,BLR ? DEL,6:05,8:50,2h 45m,non-stop,No info,4990
SpiceJet,03/27/19,Mumbai,Hyderabad,BOM ? HYD,5:45,7:05,1h 20m,non-stop,No info,1759
Jet Airways,05/24/19,Kolkata,Bangalore,CCU ? BOM ? BLR,18:55,25-05-21 18:15,23h 20m,1 stop,In-flight meal not included,10844
Jet Airways,06/09/19,Kolkata,Bangalore,CCU ? BOM ? BLR,20:00,10/06/21 9:20,13h 20m,1 stop,In-flight meal not included,11841
Jet Airways,06/12/19,Kolkata,Bangalore,CCU ? BOM ? BLR,18:55,13-06-21 12:00,17h 5m,1 stop,In-flight meal not included,8529
Jet Airways,06/03/19,New Delhi,Cochin,DEL ? BOM ? COK,18:15,04/06/21 4:25,10h 10m,1 stop,No info,14714
IndiGo,03/06/19,New Delhi,Cochin,DEL ? BOM ? COK,7:30,13:20,5h 50m,1 stop,No info,13628
Air India,06/24/19,New Delhi,Cochin,DEL ? HYD ? MAA ? COK,13:15,25-06-21 9:25,20h 10m,2 stops,No info,8839
Air India,04/21/19,Kolkata,Bangalore,CCU ? BLR,14:15,16:45,2h 30m,non-stop,No info,6245
IndiGo,05/21/19,New Delhi,Cochin,DEL ? BLR ? COK,17:05,22:15,5h 10m,1 stop,No info,6147
SpiceJet,05/03/19,Kolkata,Bangalore,CCU ? BLR,9:00,11:25,2h 25m,non-stop,No check-in baggage included,3841
SpiceJet,03/24/19,Kolkata,Bangalore,CCU ? IXB ? BLR,11:15,18:15,7h,1 stop,No info,12287
SpiceJet,06/03/19,Kolkata,Bangalore,CCU ? BLR,17:10,19:40,2h 30m,non-stop,No info,3873
IndiGo,05/15/19,Kolkata,Bangalore,CCU ? BLR,20:20,22:55,2h 35m,non-stop,No info,4804
Air Asia,04/01/19,Kolkata,Bangalore,CCU ? BLR,22:50,02/04/21 1:20,2h 30m,non-stop,No info,4107
Jet Airways,06/01/19,New Delhi,Cochin,DEL ? JAI ? BOM ? COK,9:40,02/06/21 12:35,26h 55m,2 stops,No info,13014
Air Asia,06/18/19,Kolkata,Bangalore,CCU ? BLR,9:45,12:15,2h 30m,non-stop,No info,3807
SpiceJet,06/06/19,Mumbai,Hyderabad,BOM ? HYD,5:45,7:15,1h 30m,non-stop,No info,2753
Jet Airways,05/09/19,Kolkata,Bangalore,CCU ? BOM ? BLR,16:30,10/05/21 8:15,15h 45m,1 stop,No info,13941
Air India,06/01/19,New Delhi,Cochin,DEL ? TRV ? COK,5:15,02/06/21 6:50,25h 35m,1 stop,No info,7480
Jet Airways,05/24/19,Bangalore,New Delhi,BLR ? DEL,17:45,20:45,3h,non-stop,In-flight meal not included,6144
Multiple carriers,06/24/19,New Delhi,Cochin,DEL ? BOM ? COK,10:00,19:00,9h,1 stop,No info,12717
Jet Airways,06/15/19,New Delhi,Cochin,DEL ? BOM ? COK,8:00,19:00,11h,1 stop,In-flight meal not included,10262
SpiceJet,05/03/19,Kolkata,Bangalore,CCU ? BLR,6:55,9:30,2h 35m,non-stop,No info,3873
IndiGo,06/27/19,New Delhi,Cochin,DEL ? MAA ? COK,7:15,12:30,5h 15m,1 stop,No info,6582
Jet Airways,06/01/19,Mumbai,Hyderabad,BOM ? HYD,7:05,8:30,1h 25m,non-stop,In-flight meal not included,4050
Jet Airways,04/21/19,New Delhi,Cochin,DEL ? COK,11:00,14:15,3h 15m,non-stop,In-flight meal not included,7202
SpiceJet,03/27/19,Kolkata,Bangalore,CCU ? BLR,17:15,19:45,2h 30m,non-stop,No info,3847
Jet Airways,06/15/19,New Delhi,Cochin,DEL ? IDR ? BOM ? COK,21:25,16-06-21 12:35,15h 10m,2 stops,In-flight meal not included,9905
Air India,05/18/19,Mumbai,Hyderabad,BOM ? HYD,13:55,15:25,1h 30m,non-stop,No info,3100
Air India,03/01/19,Bangalore,New Delhi,BLR ? BOM ? BHO ? DEL,8:50,02/03/21 9:25,24h 35m,2 stops,No info,25430
Air India,06/24/19,New Delhi,Cochin,DEL ? JAI ? BOM ? COK,12:00,19:15,7h 15m,2 stops,No info,9548
Air India,03/21/19,New Delhi,Cochin,DEL ? HYD ? BOM ? COK,17:15,22-03-21 19:15,26h,2 stops,No info,8770
Air India,05/21/19,New Delhi,Cochin,DEL ? MAA ? COK,20:40,22-05-21 9:25,12h 45m,1 stop,No info,7480
Multiple carriers,05/27/19,New Delhi,Cochin,DEL ? BOM ? COK,18:00,28-05-21 1:30,7h 30m,1 stop,No info,7198
Jet Airways,03/24/19,Kolkata,Bangalore,CCU ? BOM ? BLR,6:30,18:10,11h 40m,1 stop,No info,13759
Air India,05/15/19,Kolkata,Bangalore,CCU ? IXR ? DEL ? BLR,5:50,16-05-21 12:30,30h 40m,2 stops,No info,12723
Jet Airways,03/15/19,Bangalore,New Delhi,BLR ? BOM ? DEL,21:25,13-03-21 5:05,7h 40m,1 stop,No info,27210
Air India,06/06/19,New Delhi,Cochin,DEL ? JAI ? BOM ? COK,18:45,07/06/21 19:15,24h 30m,2 stops,No info,13465
Jet Airways,04/01/19,Kolkata,Bangalore,CCU ? BOM ? BLR,6:30,02/04/21 8:15,25h 45m,1 stop,In-flight meal not included,7064
Air India,06/06/19,New Delhi,Cochin,DEL ? UDR ? BOM ? COK,13:20,07/06/21 7:40,18h 20m,2 stops,No info,12751
Jet Airways,05/09/19,New Delhi,Cochin,DEL ? AMD ? BOM ? COK,23:05,11/05/21 4:25,29h 20m,2 stops,No info,15129
IndiGo,03/15/19,Bangalore,New Delhi,BLR ? HYD ? DEL,16:55,21:50,4h 55m,1 stop,No info,5397
Air India,05/24/19,Kolkata,Bangalore,CCU ? BBI ? BOM ? BLR,12:00,25-05-21 18:30,30h 30m,2 stops,No info,10151
IndiGo,06/12/19,Mumbai,Hyderabad,BOM ? HYD,21:20,22:50,1h 30m,non-stop,No info,2227
Jet Airways,06/27/19,Bangalore,New Delhi,BLR ? DEL,11:10,14:05,2h 55m,non-stop,No info,8016
Air India,06/12/19,New Delhi,Cochin,DEL ? MAA ? COK,9:45,13-06-21 9:25,23h 40m,1 stop,No info,7480
IndiGo,06/03/19,Kolkata,Bangalore,CCU ? BLR,11:30,14:05,2h 35m,non-stop,No info,4804
Air India,05/24/19,Kolkata,Bangalore,CCU ? IXR ? DEL ? BLR,5:50,23:15,17h 25m,2 stops,No info,12723
Multiple carriers,06/09/19,New Delhi,Cochin,DEL ? BOM ? COK,14:00,21:00,7h,1 stop,No info,13587
Jet Airways,03/21/19,New Delhi,Cochin,DEL ? IDR ? BOM ? COK,10:20,22-03-21 18:50,32h 30m,2 stops,No info,11664
Air India,05/12/19,Kolkata,Bangalore,CCU ? IXR ? DEL ? BLR,5:50,23:15,17h 25m,2 stops,No info,11411
Jet Airways,06/27/19,New Delhi,Cochin,DEL ? BOM ? COK,7:05,19:00,11h 55m,1 stop,No info,18371
Jet Airways,05/21/19,Kolkata,Bangalore,CCU ? BOM ? BLR,6:30,22-05-21 8:15,25h 45m,1 stop,No info,13941
Jet Airways,05/27/19,New Delhi,Cochin,DEL ? BOM ? COK,20:55,28-05-21 19:00,22h 5m,1 stop,In-flight meal not included,12898
Air Asia,06/15/19,Kolkata,Bangalore,CCU ? BLR,10:20,12:55,2h 35m,non-stop,No info,4409
Air India,06/12/19,New Delhi,Cochin,DEL ? CCU ? BOM ? COK,20:15,13-06-21 19:15,23h,2 stops,No info,13381
Jet Airways,05/24/19,Kolkata,Bangalore,CCU ? BOM ? BLR,18:55,25-05-21 8:15,13h 20m,1 stop,No info,13731
Air India,04/01/19,Kolkata,Bangalore,CCU ? DEL ? BLR,10:00,23:15,13h 15m,1 stop,No info,7893
SpiceJet,04/06/19,Kolkata,Bangalore,CCU ? BLR,17:10,19:40,2h 30m,non-stop,No check-in baggage included,3841
Jet Airways,04/03/19,Mumbai,Hyderabad,BOM ? HYD,2:55,4:20,1h 25m,non-stop,In-flight meal not included,2228
Air Asia,04/15/19,Bangalore,New Delhi,BLR ? DEL,23:55,16-04-21 2:45,2h 50m,non-stop,No info,4483
IndiGo,05/18/19,Bangalore,New Delhi,BLR ? DEL,7:10,10:05,2h 55m,non-stop,No info,4823
Jet Airways,06/06/19,New Delhi,Cochin,DEL ? BOM ? COK,22:50,07/06/21 19:00,20h 10m,1 stop,No info,14714
IndiGo,03/06/19,Mumbai,Hyderabad,BOM ? GOI ? HYD,15:45,23:00,7h 15m,1 stop,No info,7681
Jet Airways,03/06/19,New Delhi,Cochin,DEL ? BOM ? COK,17:30,07/03/21 19:45,26h 15m,1 stop,No info,17024
Multiple carriers,05/15/19,New Delhi,Cochin,DEL ? BOM ? COK,13:00,21:00,8h,1 stop,No info,8073
Air India,05/18/19,Kolkata,Bangalore,CCU ? DEL ? COK ? BLR,10:00,19-05-21 1:20,15h 20m,2 stops,No info,13243
Jet Airways,06/12/19,New Delhi,Cochin,DEL ? JAI ? BOM ? COK,9:40,13-06-21 12:35,26h 55m,2 stops,In-flight meal not included,10368
Multiple carriers,05/18/19,New Delhi,Cochin,DEL ? BOM ? COK,17:00,19-05-21 1:30,8h 30m,1 stop,No info,8283
Air India,05/01/19,Kolkata,Bangalore,CCU ? DEL ? BLR,10:00,16:15,6h 15m,1 stop,No info,10203
SpiceJet,05/09/19,New Delhi,Cochin,DEL ? BLR ? COK,17:55,22:50,4h 55m,1 stop,No info,5975
Jet Airways,04/01/19,Kolkata,Bangalore,CCU ? BOM ? BLR,21:10,02/04/21 8:15,11h 5m,1 stop,In-flight meal not included,8849
Jet Airways,05/09/19,New Delhi,Cochin,DEL ? AMD ? BOM ? COK,23:05,10/05/21 19:00,19h 55m,2 stops,No info,15129
SpiceJet,05/12/19,Bangalore,New Delhi,BLR ? DEL,5:55,8:35,2h 40m,non-stop,No info,3311
Multiple carriers,05/18/19,New Delhi,Cochin,DEL ? HYD ? COK,7:10,22:30,15h 20m,1 stop,No info,7740
Jet Airways,05/03/19,Mumbai,Hyderabad,BOM ? HYD,7:05,8:30,1h 25m,non-stop,In-flight meal not included,4995
IndiGo,03/09/19,Bangalore,New Delhi,BLR ? DEL,6:00,8:45,2h 45m,non-stop,No info,7648
IndiGo,03/09/19,New Delhi,Cochin,DEL ? BOM ? COK,4:45,21:00,16h 15m,1 stop,No info,10518
IndiGo,06/15/19,Kolkata,Bangalore,CCU ? BLR,21:25,16-06-21 0:05,2h 40m,non-stop,No info,4804
IndiGo,06/12/19,Mumbai,Hyderabad,BOM ? HYD,19:05,20:35,1h 30m,non-stop,No info,2754
Air India,06/12/19,New Delhi,Cochin,DEL ? HYD ? MAA ? COK,13:05,13-06-21 9:25,20h 20m,2 stops,No info,10975
Jet Airways,03/01/19,Bangalore,New Delhi,BLR ? BOM ? DEL,22:50,03/03/21 0:45,25h 55m,1 stop,No info,26890
Jet Airways,03/06/19,Bangalore,New Delhi,BLR ? BOM ? DEL,21:25,07/03/21 9:30,12h 5m,1 stop,No info,17261
Jet Airways,03/06/19,Bangalore,New Delhi,BLR ? BOM ? DEL,8:55,07/03/21 9:00,24h 5m,1 stop,No info,15025
IndiGo,05/09/19,Mumbai,Hyderabad,BOM ? HYD,12:00,13:30,1h 30m,non-stop,No info,4392
Multiple carriers,03/06/19,New Delhi,Cochin,DEL ? BOM ? COK,7:05,13:20,6h 15m,1 stop,No info,17267
Jet Airways,05/03/19,Mumbai,Hyderabad,BOM ? HYD,10:20,11:50,1h 30m,non-stop,In-flight meal not included,4995
Jet Airways,03/06/19,New Delhi,Cochin,DEL ? BOM ? COK,22:20,07/03/21 4:25,6h 5m,1 stop,No info,15764
Jet Airways,03/06/19,Bangalore,New Delhi,BLR ? BOM ? DEL,8:00,15:15,7h 15m,1 stop,No info,19225
Jet Airways,06/09/19,Kolkata,Bangalore,CCU ? DEL ? BLR,20:25,10/06/21 21:05,24h 40m,1 stop,No info,12692
GoAir,05/06/19,Kolkata,Bangalore,CCU ? AMD ? BLR,16:40,07/05/21 0:15,7h 35m,1 stop,No info,7102
Air India,06/01/19,New Delhi,Cochin,DEL ? MAA ? COK,12:30,02/06/21 9:25,20h 55m,1 stop,No info,7480
Jet Airways,05/09/19,Kolkata,Bangalore,CCU ? BOM ? BLR,6:30,12:00,5h 30m,1 stop,In-flight meal not included,9663
Multiple carriers,05/15/19,New Delhi,Cochin,DEL ? HYD ? COK,7:10,16:10,9h,1 stop,No info,6513
Multiple carriers,05/18/19,New Delhi,Cochin,DEL ? BOM ? COK,8:00,19:00,11h,1 stop,No info,10197
Jet Airways,03/24/19,Mumbai,Hyderabad,BOM ? HYD,7:10,8:35,1h 25m,non-stop,In-flight meal not included,2470
Air Asia,03/06/19,Kolkata,Bangalore,CCU ? BLR,22:50,07/03/21 1:20,2h 30m,non-stop,No info,4384
Jet Airways,06/09/19,Kolkata,Bangalore,CCU ? BOM ? BLR,18:55,10/06/21 8:15,13h 20m,1 stop,In-flight meal not included,11841
Multiple carriers,05/18/19,New Delhi,Cochin,DEL ? BOM ? COK,9:15,19:15,10h,1 stop,No info,8309
Jet Airways,06/15/19,Mumbai,Hyderabad,BOM ? HYD,19:35,21:05,1h 30m,non-stop,No info,5678
IndiGo,05/15/19,Chennai,Kolkata,MAA ? CCU,14:45,17:05,2h 20m,non-stop,No info,3597
Jet Airways,06/15/19,New Delhi,Cochin,DEL ? BOM ? COK,20:55,16-06-21 19:00,22h 5m,1 stop,In-flight meal not included,10262
Jet Airways,06/09/19,New Delhi,Cochin,DEL ? NAG ? BOM ? COK,6:45,10/06/21 12:35,29h 50m,2 stops,No info,13376
Jet Airways,03/27/19,New Delhi,Cochin,DEL ? BOM ? COK,21:50,28-03-21 19:45,21h 55m,1 stop,In-flight meal not included,7438
Jet Airways,04/01/19,Kolkata,Bangalore,CCU ? BOM ? BLR,6:30,23:35,17h 5m,1 stop,In-flight meal not included,7064
IndiGo,06/01/19,New Delhi,Cochin,DEL ? BLR ? COK,2:00,7:45,5h 45m,1 stop,No info,6386
SpiceJet,03/21/19,Chennai,Kolkata,MAA ? CCU,9:30,12:05,2h 35m,non-stop,No info,3384
Air India,06/21/19,Bangalore,New Delhi,BLR ? DEL,13:20,16:10,2h 50m,non-stop,No info,6961
Jet Airways,06/06/19,Kolkata,Bangalore,CCU ? DEL ? BLR,17:00,07/06/21 19:10,26h 10m,1 stop,No info,14151
IndiGo,03/01/19,Kolkata,Bangalore,CCU ? BLR,14:20,16:55,2h 35m,non-stop,No info,6565
Jet Airways,05/15/19,Kolkata,Bangalore,CCU ? BOM ? BLR,20:00,16-05-21 9:20,13h 20m,1 stop,In-flight meal not included,9663
Jet Airways,03/06/19,Bangalore,New Delhi,BLR ? BOM ? DEL,21:25,07/03/21 19:10,21h 45m,1 stop,No info,17471
IndiGo,05/24/19,Chennai,Kolkata,MAA ? CCU,13:15,15:35,2h 20m,non-stop,No info,3597
Jet Airways,05/09/19,Kolkata,Bangalore,CCU ? DEL ? BLR,17:00,10/05/21 21:05,28h 5m,1 stop,No info,13067
Jet Airways,05/06/19,Kolkata,Bangalore,CCU ? BOM ? BLR,20:00,07/05/21 9:20,13h 20m,1 stop,In-flight meal not included,9663
Jet Airways,05/18/19,New Delhi,Cochin,DEL ? BOM ? COK,17:30,19-05-21 12:35,19h 5m,1 stop,In-flight meal not included,12373
IndiGo,04/21/19,Kolkata,Bangalore,CCU ? BLR,4:40,7:15,2h 35m,non-stop,No info,4804
IndiGo,03/03/19,New Delhi,Cochin,DEL ? MAA ? COK,9:55,15:10,5h 15m,1 stop,No info,12214
Jet Airways,03/24/19,Kolkata,Bangalore,CCU ? BOM ? BLR,16:55,25-03-21 16:20,23h 25m,1 stop,In-flight meal not included,11134
IndiGo,06/24/19,New Delhi,Cochin,DEL ? HYD ? COK,7:35,16:10,8h 35m,1 stop,No info,6442
IndiGo,04/21/19,New Delhi,Cochin,DEL ? BLR ? COK,2:00,7:45,5h 45m,1 stop,No info,6258
IndiGo,04/09/19,Bangalore,New Delhi,BLR ? DEL,8:30,11:20,2h 50m,non-stop,No info,4823
IndiGo,04/09/19,New Delhi,Cochin,DEL ? BOM ? COK,6:40,21:00,14h 20m,1 stop,No info,6093
Jet Airways,06/03/19,New Delhi,Cochin,DEL ? COK,11:00,14:15,3h 15m,non-stop,In-flight meal not included,7202
Vistara,06/24/19,New Delhi,Cochin,DEL ? COK,6:00,9:10,3h 10m,non-stop,No info,6216
Multiple carriers,03/06/19,New Delhi,Cochin,DEL ? HYD ? COK,7:10,16:10,9h,1 stop,In-flight meal not included,7563
Multiple carriers,03/06/19,New Delhi,Cochin,DEL ? HYD ? COK,9:45,16:10,6h 25m,1 stop,No info,10276
Jet Airways,06/01/19,New Delhi,Cochin,DEL ? BOM ? COK,15:00,02/06/21 4:25,13h 25m,1 stop,In-flight meal not included,10262
Jet Airways,06/09/19,New Delhi,Cochin,DEL ? BOM ? COK,7:05,10/06/21 4:25,21h 20m,1 stop,In-flight meal not included,10262
Jet Airways,06/15/19,New Delhi,Cochin,DEL ? BOM ? COK,18:15,16-06-21 4:25,10h 10m,1 stop,In-flight meal not included,10262
IndiGo,05/18/19,Mumbai,Hyderabad,BOM ? HYD,12:00,13:30,1h 30m,non-stop,No info,2754
Air India,03/09/19,New Delhi,Cochin,DEL ? LKO ? BOM ? COK,18:30,10/03/21 19:15,24h 45m,2 stops,No info,18211
Air India,06/24/19,New Delhi,Cochin,DEL ? GOI ? BOM ? COK,10:55,25-06-21 7:40,20h 45m,2 stops,No info,11753
