,0,1,2,3,4,5,6,7,8,9,10
240,GoAir,03-05-19,Bangalore,New Delhi,BLR ? DEL,11:40,14:30,2h 50m,1,No info,3898
241,SpiceJet,21-03-19,Chennai,Kolkata,MAA ? CCU,17:45,20:05,2h 20m,1,No check-in baggage included,3332
242,Vistara,15-06-19,Bangalore,New Delhi,BLR ? DEL,17:00,19:35,2h 35m,1,No info,4878
243,SpiceJet,12-05-19,Mumbai,Hyderabad,BOM ? HYD,5:45,7:15,1h 30m,1,No info,2017
244,IndiGo,18-03-19,Kolkata,Bangalore,CCU ? BLR,5:30,8:20,2h 50m,1,No info,4462
245,IndiGo,27-03-19,Chennai,Kolkata,MAA ? CCU,5:15,7:35,2h 20m,1,No info,4326
246,IndiGo,12-06-19,Mumbai,Hyderabad,BOM ? HYD,16:55,18:25,1h 30m,1,No info,3175
247,IndiGo,18-04-19,Kolkata,Bangalore,CCU ? BLR,17:15,19:50,2h 35m,1,No info,4174
248,Jet Airways,03-04-19,Bangalore,New Delhi,BLR ? DEL,15:15,18:10,2h 55m,1,In-flight meal not included,4544
249,Vistara,12-05-19,Chennai,Kolkata,MAA ? CCU,17:45,20:05,2h 20m,1,No info,11982
250,Jet Airways,24-06-19,Mumbai,Hyderabad,BOM ? HYD,7:05,8:30,1h 25m,1,In-flight meal not included,4995
251,SpiceJet,01-06-19,Kolkata,Bangalore,CCU ? BLR,22:20,02-06-21 0:40,2h 20m,1,No info,3873
252,SpiceJet,27-04-19,Kolkata,Bangalore,CCU ? BLR,22:20,28-04-21 0:40,2h 20m,1,No info,3873
253,Jet Airways,09-06-19,Mumbai,Hyderabad,BOM ? HYD,2:55,4:20,1h 25m,1,In-flight meal not included,4050
254,IndiGo,09-03-19,Bangalore,New Delhi,BLR ? DEL,21:20,10-03-21 0:15,2h 55m,1,No info,6144
255,Air Asia,18-04-19,Bangalore,New Delhi,BLR ? DEL,11:10,13:55,2h 45m,1,No info,4483
256,Jet Airways,27-06-19,Mumbai,Hyderabad,BOM ? HYD,10:20,11:50,1h 30m,1,No info,8040
257,SpiceJet,27-06-19,Bangalore,New Delhi,BLR ? DEL,9:30,12:20,2h 50m,1,No check-in baggage included,3573
258,IndiGo,24-06-19,Bangalore,New Delhi,BLR ? DEL,13:00,15:50,2h 50m,1,No info,3943
259,Jet Airways,18-06-19,Mumbai,Hyderabad,BOM ? HYD,8:45,10:15,1h 30m,1,In-flight meal not included,4995
260,SpiceJet,03-06-19,Mumbai,Hyderabad,BOM ? HYD,5:45,7:15,1h 30m,1,No info,2753
261,IndiGo,09-04-19,Bangalore,New Delhi,BLR ? DEL,10:10,13:00,2h 50m,1,No info,4423
262,Air Asia,27-05-19,Kolkata,Bangalore,CCU ? BLR,10:20,12:55,2h 35m,1,No info,4409
263,SpiceJet,21-05-19,Bangalore,New Delhi,BLR ? DEL,9:30,12:20,2h 50m,1,No check-in baggage included,3573
264,Vistara,21-03-19,Bangalore,New Delhi,BLR ? DEL,7:00,9:40,2h 40m,1,No info,5403
265,IndiGo,15-05-19,Chennai,Kolkata,MAA ? CCU,5:15,7:40,2h 25m,1,No info,3540
266,Vistara,24-04-19,New Delhi,Cochin,DEL ? COK,14:40,17:50,3h 10m,1,No info,6216
267,Jet Airways,21-05-19,Bangalore,New Delhi,BLR ? DEL,15:50,18:45,2h 55m,1,In-flight meal not included,3359
268,Air India,15-06-19,Bangalore,New Delhi,BLR ? DEL,13:20,16:10,2h 50m,1,No info,6961
269,Air Asia,03-04-19,Kolkata,Bangalore,CCU ? BLR,10:20,12:55,2h 35m,1,No info,4107
270,IndiGo,15-05-19,Chennai,Kolkata,MAA ? CCU,14:45,17:05,2h 20m,1,No info,3597
271,Jet Airways,06-06-19,Bangalore,New Delhi,BLR ? DEL,19:50,22:50,3h,1,In-flight meal not included,7229
272,Vistara,09-03-19,Bangalore,New Delhi,BLR ? DEL,7:00,9:40,2h 40m,1,No info,7398
273,Jet Airways,09-04-19,Bangalore,New Delhi,BLR ? DEL,7:10,10:10,3h,1,No info,7229
274,IndiGo,01-06-19,Bangalore,New Delhi,BLR ? DEL,22:10,02-06-21 1:00,2h 50m,1,No info,3419
275,Vistara,03-03-19,Bangalore,New Delhi,BLR ? DEL,11:30,14:10,2h 40m,1,No info,8028
276,Air India,01-06-19,Bangalore,New Delhi,BLR ? DEL,21:05,23:55,2h 50m,1,No info,5228
277,IndiGo,03-03-19,Chennai,Kolkata,MAA ? CCU,22:05,04-03-21 0:25,2h 20m,1,No info,5277
278,Vistara,06-05-19,Bangalore,New Delhi,BLR ? DEL,7:00,9:40,2h 40m,1,No info,4668
279,IndiGo,18-06-19,Bangalore,New Delhi,BLR ? DEL,1:30,4:15,2h 45m,1,No info,3419
280,IndiGo,06-04-19,Bangalore,New Delhi,BLR ? DEL,22:10,07-04-21 1:00,2h 50m,1,No info,3943
281,Jet Airways,21-05-19,Bangalore,New Delhi,BLR ? DEL,17:45,20:45,3h,1,No info,7229
282,Jet Airways,21-06-19,Bangalore,New Delhi,BLR ? DEL,15:15,18:10,2h 55m,1,No info,8016
283,Air India,03-03-19,New Delhi,Cochin,DEL ? COK,18:05,21:10,3h 5m,1,No info,8666
284,Jet Airways,01-04-19,Bangalore,New Delhi,BLR ? DEL,6:00,8:45,2h 45m,1,In-flight meal not included,4544
285,IndiGo,09-03-19,Kolkata,Bangalore,CCU ? BLR,5:30,8:20,2h 50m,1,No info,4148
286,IndiGo,01-03-19,Mumbai,Hyderabad,BOM ? HYD,12:00,13:25,1h 25m,1,No info,12475
287,Air India,12-06-19,Bangalore,New Delhi,BLR ? DEL,13:20,16:10,2h 50m,1,No info,6961
288,IndiGo,09-05-19,Bangalore,New Delhi,BLR ? DEL,23:30,10-05-21 2:20,2h 50m,1,No info,3943
289,Air India,24-05-19,Mumbai,Hyderabad,BOM ? HYD,19:30,20:45,1h 15m,1,No info,3625
290,IndiGo,18-06-19,Bangalore,New Delhi,BLR ? DEL,5:30,8:20,2h 50m,1,No info,3943
291,Vistara,09-06-19,Bangalore,New Delhi,BLR ? DEL,19:30,22:15,2h 45m,1,No info,4878
292,IndiGo,24-05-19,Kolkata,Bangalore,CCU ? BLR,9:35,12:20,2h 45m,1,No info,4804
293,IndiGo,06-06-19,Bangalore,New Delhi,BLR ? DEL,0:25,3:15,2h 50m,1,No info,3943
294,IndiGo,24-03-19,Bangalore,New Delhi,BLR ? DEL,21:20,28-03-21 0:15,2h 55m,1,No info,5694
295,IndiGo,03-03-19,Bangalore,New Delhi,BLR ? DEL,0:40,3:25,2h 45m,1,No info,6144
296,IndiGo,27-04-19,New Delhi,Cochin,DEL ? COK,5:35,8:50,3h 15m,1,No info,6015
297,Air India,15-03-19,New Delhi,Cochin,DEL ? COK,18:05,21:10,3h 5m,1,No info,4939
298,Jet Airways,12-03-19,Mumbai,Hyderabad,BOM ? HYD,19:40,21:10,1h 30m,1,No info,5678
299,Jet Airways,03-06-19,Bangalore,New Delhi,BLR ? DEL,15:15,18:10,2h 55m,1,No info,8016
300,SpiceJet,21-03-19,Kolkata,Bangalore,CCU ? BLR,6:55,9:35,2h 40m,1,No check-in baggage included,3815
301,SpiceJet,01-05-19,Kolkata,Bangalore,CCU ? BLR,17:10,19:40,2h 30m,1,No info,4174
302,Jet Airways,06-06-19,Mumbai,Hyderabad,BOM ? HYD,7:05,8:30,1h 25m,1,In-flight meal not included,4995
303,Air India,15-05-19,Bangalore,New Delhi,BLR ? DEL,13:20,16:10,2h 50m,1,No info,5228
304,Vistara,03-04-19,Bangalore,New Delhi,BLR ? DEL,9:45,12:35,2h 50m,1,No info,5403
305,IndiGo,15-04-19,Kolkata,Bangalore,CCU ? BLR,15:30,18:05,2h 35m,1,No info,4174
306,SpiceJet,18-04-19,Kolkata,Bangalore,CCU ? BLR,9:00,11:25,2h 25m,1,No info,4174
307,IndiGo,21-05-19,Kolkata,Bangalore,CCU ? BLR,17:15,19:50,2h 35m,1,No info,4804
308,Air Asia,06-06-19,Kolkata,Bangalore,CCU ? BLR,10:20,12:55,2h 35m,1,No info,4508
309,Vistara,21-06-19,Chennai,Kolkata,MAA ? CCU,7:05,9:20,2h 15m,1,No info,3687
310,Air Asia,12-05-19,Kolkata,Bangalore,CCU ? BLR,19:55,22:25,2h 30m,1,No info,5530
311,SpiceJet,27-03-19,Kolkata,Bangalore,CCU ? BLR,22:20,28-03-21 0:40,2h 20m,1,No check-in baggage included,3815
312,Air India,01-03-19,Kolkata,Bangalore,CCU ? BLR,14:15,16:45,2h 30m,1,No info,6535
313,IndiGo,01-06-19,Bangalore,New Delhi,BLR ? DEL,21:15,02-06-21 0:15,3h,1,No info,3943
314,IndiGo,18-03-19,Mumbai,Hyderabad,BOM ? HYD,16:55,18:25,1h 30m,1,No info,3175
315,Jet Airways,24-03-19,Bangalore,New Delhi,BLR ? DEL,11:10,14:05,2h 55m,1,No info,7229
316,IndiGo,12-05-19,Bangalore,New Delhi,BLR ? DEL,4:00,6:50,2h 50m,1,No info,3943
317,IndiGo,15-05-19,Bangalore,New Delhi,BLR ? DEL,1:30,4:15,2h 45m,1,No info,3419
318,IndiGo,15-03-19,Bangalore,New Delhi,BLR ? DEL,21:20,16-03-21 0:15,2h 55m,1,No info,8033
319,IndiGo,06-06-19,Chennai,Kolkata,MAA ? CCU,22:05,07-06-21 0:25,2h 20m,1,No info,5277
320,IndiGo,03-03-19,Bangalore,New Delhi,BLR ? DEL,4:00,6:50,2h 50m,1,No info,6144
321,SpiceJet,03-04-19,Kolkata,Bangalore,CCU ? BLR,17:10,19:40,2h 30m,1,No check-in baggage included,3841
322,SpiceJet,01-06-19,Mumbai,Hyderabad,BOM ? HYD,13:15,14:45,1h 30m,1,No check-in baggage included,2175
323,Air India,24-05-19,Mumbai,Hyderabad,BOM ? HYD,21:05,22:25,1h 20m,1,No info,3100
324,SpiceJet,18-05-19,Mumbai,Hyderabad,BOM ? HYD,22:45,19-05-21 0:15,1h 30m,1,No info,2017
325,SpiceJet,15-04-19,Kolkata,Bangalore,CCU ? BLR,6:55,9:30,2h 35m,1,No check-in baggage included,3841
326,SpiceJet,09-03-19,Bangalore,New Delhi,BLR ? DEL,5:45,8:35,2h 50m,1,No info,5126
327,IndiGo,18-06-19,Bangalore,New Delhi,BLR ? DEL,23:30,19-06-21 2:20,2h 50m,1,No info,3943
328,Air India,01-03-19,Mumbai,Hyderabad,BOM ? HYD,15:00,16:25,1h 25m,1,No info,6092
329,Vistara,09-03-19,Chennai,Kolkata,MAA ? CCU,7:05,9:20,2h 15m,1,No info,6627
330,IndiGo,09-05-19,Chennai,Kolkata,MAA ? CCU,22:05,10-05-21 0:25,2h 20m,1,No info,5277
331,Air India,03-06-19,Kolkata,Bangalore,CCU ? BLR,14:15,16:45,2h 30m,1,No info,5510
332,Air India,21-06-19,Chennai,Kolkata,MAA ? CCU,11:40,13:55,2h 15m,1,No info,4667
333,IndiGo,21-04-19,Bangalore,New Delhi,BLR ? DEL,16:55,19:55,3h,1,No info,4990
334,Air Asia,12-04-19,Kolkata,Bangalore,CCU ? BLR,22:50,13-04-21 1:20,2h 30m,1,No info,4409
335,SpiceJet,15-05-19,Chennai,Kolkata,MAA ? CCU,9:45,12:00,2h 15m,1,No info,3597
336,Jet Airways,24-06-19,Bangalore,New Delhi,BLR ? DEL,7:10,10:10,3h,1,No info,8016
337,SpiceJet,27-06-19,Kolkata,Bangalore,CCU ? BLR,6:55,9:30,2h 35m,1,No info,3873
338,SpiceJet,15-05-19,Mumbai,Hyderabad,BOM ? HYD,22:45,16-05-21 0:15,1h 30m,1,No info,2017
339,IndiGo,21-03-19,Kolkata,Bangalore,CCU ? BLR,20:25,23:05,2h 40m,1,No info,4462
340,IndiGo,24-03-19,Bangalore,New Delhi,BLR ? DEL,18:55,21:45,2h 50m,1,No info,7303
341,Jet Airways,21-04-19,Bangalore,New Delhi,BLR ? DEL,18:55,22:00,3h 5m,1,No info,7229
342,Jet Airways,21-06-19,Mumbai,Hyderabad,BOM ? HYD,8:45,10:15,1h 30m,1,In-flight meal not included,4995
343,Air Asia,24-03-19,Bangalore,New Delhi,BLR ? DEL,23:25,28-03-21 2:10,2h 45m,1,No info,4482
344,Jet Airways,12-05-19,Bangalore,New Delhi,BLR ? DEL,8:20,11:20,3h,1,In-flight meal not included,6144
345,IndiGo,03-04-19,Bangalore,New Delhi,BLR ? DEL,20:00,22:50,2h 50m,1,No info,4823
346,IndiGo,09-06-19,Bangalore,New Delhi,BLR ? DEL,8:30,11:20,2h 50m,1,No info,4823
347,Jet Airways,01-05-19,Mumbai,Hyderabad,BOM ? HYD,19:35,21:05,1h 30m,1,No info,5678
348,Jet Airways,15-05-19,Mumbai,Hyderabad,BOM ? HYD,19:35,21:05,1h 30m,1,In-flight meal not included,2228
349,SpiceJet,09-06-19,Kolkata,Bangalore,CCU ? BLR,6:55,9:30,2h 35m,1,No check-in baggage included,3841
350,Air India,03-03-19,Bangalore,New Delhi,BLR ? DEL,13:20,16:10,2h 50m,1,No info,10216
351,Air India,21-05-19,Mumbai,Hyderabad,BOM ? HYD,21:05,22:25,1h 20m,1,No info,3100
352,Jet Airways,18-05-19,Bangalore,New Delhi,BLR ? DEL,8:20,11:20,3h,1,In-flight meal not included,6144
353,IndiGo,01-05-19,Mumbai,Hyderabad,BOM ? HYD,19:05,20:35,1h 30m,1,No info,2754
354,SpiceJet,06-05-19,Kolkata,Bangalore,CCU ? BLR,6:55,9:30,2h 35m,1,No check-in baggage included,3841
355,SpiceJet,06-06-19,Mumbai,Hyderabad,BOM ? HYD,5:45,7:15,1h 30m,1,No info,2753
356,SpiceJet,24-03-19,Chennai,Kolkata,MAA ? CCU,9:30,12:05,2h 35m,1,No check-in baggage included,3807
357,IndiGo,21-06-19,New Delhi,Cochin,DEL ? COK,21:05,22-06-21 0:20,3h 15m,1,No info,5406
358,Air India,27-06-19,Bangalore,New Delhi,BLR ? DEL,17:00,19:45,2h 45m,1,No info,6961
359,Vistara,21-03-19,New Delhi,Cochin,DEL ? COK,14:55,17:50,2h 55m,1,No info,5586
360,Jet Airways,03-05-19,Bangalore,New Delhi,BLR ? DEL,8:20,11:20,3h,1,In-flight meal not included,5198
361,SpiceJet,18-03-19,Chennai,Kolkata,MAA ? CCU,9:30,12:05,2h 35m,1,No check-in baggage included,3807
362,Jet Airways,21-06-19,Bangalore,New Delhi,BLR ? DEL,15:15,18:10,2h 55m,1,In-flight meal not included,7229
363,Air Asia,09-03-19,Kolkata,Bangalore,CCU ? BLR,19:35,22:05,2h 30m,1,No info,4384
364,IndiGo,18-05-19,Mumbai,Hyderabad,BOM ? HYD,20:05,21:40,1h 35m,1,No info,2227
365,IndiGo,21-03-19,Mumbai,Hyderabad,BOM ? HYD,16:55,18:25,1h 30m,1,No info,3175
366,IndiGo,01-03-19,Kolkata,Bangalore,CCU ? BLR,9:35,12:20,2h 45m,1,No info,6565
367,Vistara,01-06-19,Chennai,Kolkata,MAA ? CCU,7:05,9:20,2h 15m,1,No info,3687
368,Jet Airways,15-06-19,Mumbai,Hyderabad,BOM ? HYD,19:35,21:05,1h 30m,1,In-flight meal not included,3210
369,IndiGo,06-03-19,Kolkata,Bangalore,CCU ? BLR,20:25,23:05,2h 40m,1,No info,4778
370,Vistara,09-05-19,Bangalore,New Delhi,BLR ? DEL,7:00,9:40,2h 40m,1,No info,4668
371,IndiGo,06-05-19,Bangalore,New Delhi,BLR ? DEL,13:00,15:50,2h 50m,1,No info,3943
372,SpiceJet,06-04-19,Kolkata,Bangalore,CCU ? BLR,22:20,07-04-21 0:40,2h 20m,1,No info,3873
373,IndiGo,21-06-19,Mumbai,Hyderabad,BOM ? HYD,21:20,22:50,1h 30m,1,No info,2227
374,Air India,03-05-19,Bangalore,New Delhi,BLR ? DEL,6:10,8:55,2h 45m,1,No info,5228
375,IndiGo,09-03-19,Bangalore,New Delhi,BLR ? DEL,21:20,13-03-21 0:15,2h 55m,1,No info,4777
376,Air Asia,24-03-19,Bangalore,New Delhi,BLR ? DEL,5:50,8:40,2h 50m,1,No info,3383
377,IndiGo,27-05-19,Bangalore,New Delhi,BLR ? DEL,23:30,28-05-21 2:20,2h 50m,1,No info,3943
378,Air India,24-06-19,Mumbai,Hyderabad,BOM ? HYD,21:05,22:25,1h 20m,1,No info,3100
379,Jet Airways,21-06-19,Bangalore,New Delhi,BLR ? DEL,11:10,14:05,2h 55m,1,No info,8016
380,Air Asia,15-03-19,Bangalore,New Delhi,BLR ? DEL,5:50,8:40,2h 50m,1,No info,5615
381,Vistara,12-06-19,New Delhi,Cochin,DEL ? COK,14:40,17:50,3h 10m,1,No info,6216
382,IndiGo,15-03-19,Kolkata,Bangalore,CCU ? BLR,9:35,12:20,2h 45m,1,No info,4148
383,IndiGo,06-04-19,Bangalore,New Delhi,BLR ? DEL,13:00,15:50,2h 50m,1,No info,4423
384,IndiGo,24-06-19,Kolkata,Bangalore,CCU ? BLR,21:25,25-06-21 0:05,2h 40m,1,No info,4804
385,SpiceJet,27-05-19,Chennai,Kolkata,MAA ? CCU,17:45,20:05,2h 20m,1,No info,3597
386,Jet Airways,01-06-19,Mumbai,Hyderabad,BOM ? HYD,7:05,8:30,1h 25m,1,In-flight meal not included,4050
387,IndiGo,03-05-19,Bangalore,New Delhi,BLR ? DEL,23:30,04-05-21 2:20,2h 50m,1,No info,4591
388,SpiceJet,09-03-19,Chennai,Kolkata,MAA ? CCU,8:20,10:35,2h 15m,1,No info,6300
389,Air India,24-03-19,Bangalore,New Delhi,BLR ? DEL,17:00,19:45,2h 45m,1,No info,5176
390,Air India,18-03-19,Chennai,Kolkata,MAA ? CCU,11:40,13:55,2h 15m,1,No info,4405
391,IndiGo,15-03-19,Chennai,Kolkata,MAA ? CCU,11:35,14:00,2h 25m,1,No info,6297
392,Jet Airways,12-05-19,Mumbai,Hyderabad,BOM ? HYD,19:35,21:05,1h 30m,1,No info,5678
393,Jet Airways,18-04-19,Bangalore,New Delhi,BLR ? DEL,6:00,8:45,2h 45m,1,No info,7229
394,IndiGo,18-03-19,Kolkata,Bangalore,CCU ? BLR,15:20,17:55,2h 35m,1,No info,4462
395,IndiGo,21-05-19,Kolkata,Bangalore,CCU ? BLR,14:25,16:55,2h 30m,1,No info,5224
396,GoAir,24-05-19,Bangalore,New Delhi,BLR ? DEL,7:45,10:40,2h 55m,1,No info,3419
397,IndiGo,01-06-19,Kolkata,Bangalore,CCU ? BLR,9:35,12:10,2h 35m,1,No info,4804
398,Jet Airways,21-05-19,Mumbai,Hyderabad,BOM ? HYD,7:05,8:30,1h 25m,1,In-flight meal not included,4995
399,IndiGo,06-06-19,New Delhi,Cochin,DEL ? COK,5:35,8:50,3h 15m,1,No info,5601
400,Air Asia,21-05-19,Kolkata,Bangalore,CCU ? BLR,9:45,12:15,2h 30m,1,No info,4409
401,Jet Airways,27-04-19,Bangalore,New Delhi,BLR ? DEL,11:10,14:05,2h 55m,1,No info,7229
402,IndiGo,15-06-19,Mumbai,Hyderabad,BOM ? HYD,12:00,13:30,1h 30m,1,No info,2754
403,Vistara,27-05-19,Bangalore,New Delhi,BLR ? DEL,11:30,14:20,2h 50m,1,No info,4668
404,Air Asia,21-05-19,Kolkata,Bangalore,CCU ? BLR,19:55,22:25,2h 30m,1,No info,4107
405,Air India,09-06-19,Kolkata,Bangalore,CCU ? BLR,14:15,16:45,2h 30m,1,No info,6245
406,Jet Airways,27-03-19,Mumbai,Hyderabad,BOM ? HYD,19:35,21:05,1h 30m,1,In-flight meal not included,2071
407,IndiGo,15-05-19,Kolkata,Bangalore,CCU ? BLR,9:35,12:20,2h 45m,1,No info,4804
408,Air India,15-05-19,Chennai,Kolkata,MAA ? CCU,11:40,13:55,2h 15m,1,No info,4667
409,Jet Airways,03-04-19,Bangalore,New Delhi,BLR ? DEL,19:50,22:50,3h,1,In-flight meal not included,4544
410,SpiceJet,18-05-19,Chennai,Kolkata,MAA ? CCU,9:45,12:00,2h 15m,1,No check-in baggage included,3543
411,Air India,18-04-19,Bangalore,New Delhi,BLR ? DEL,13:20,16:10,2h 50m,1,No info,6121
412,SpiceJet,24-04-19,Bangalore,New Delhi,BLR ? DEL,5:55,8:35,2h 40m,1,No check-in baggage included,3919
413,IndiGo,15-03-19,Mumbai,Hyderabad,BOM ? HYD,19:05,20:30,1h 25m,1,No info,2754
414,Vistara,01-06-19,Bangalore,New Delhi,BLR ? DEL,7:00,9:40,2h 40m,1,No info,4878
415,GoAir,03-05-19,Bangalore,New Delhi,BLR ? DEL,7:45,10:40,2h 55m,1,No info,3898
416,Air Asia,06-05-19,Bangalore,New Delhi,BLR ? DEL,23:55,07-05-21 2:45,2h 50m,1,No info,3383
417,IndiGo,01-06-19,Chennai,Kolkata,MAA ? CCU,15:40,18:25,2h 45m,1,No info,3540
418,Vistara,27-03-19,Chennai,Kolkata,MAA ? CCU,7:05,9:20,2h 15m,1,No info,3739
419,IndiGo,03-05-19,Bangalore,New Delhi,BLR ? DEL,16:55,19:55,3h,1,No info,4823
420,Vistara,27-03-19,New Delhi,Cochin,DEL ? COK,6:00,9:10,3h 10m,1,No info,4851
421,IndiGo,18-05-19,Bangalore,New Delhi,BLR ? DEL,8:30,11:20,2h 50m,1,No info,4823
422,Air India,24-03-19,Bangalore,New Delhi,BLR ? DEL,10:00,12:45,2h 45m,1,No info,4441
423,IndiGo,21-06-19,Kolkata,Bangalore,CCU ? BLR,4:40,7:15,2h 35m,1,No info,4804
424,SpiceJet,06-06-19,Chennai,Kolkata,MAA ? CCU,9:45,12:00,2h 15m,1,No info,3597
425,Jet Airways,09-06-19,Bangalore,New Delhi,BLR ? DEL,6:00,8:45,2h 45m,1,No info,8016
426,Air India,09-05-19,Mumbai,Hyderabad,BOM ? HYD,19:30,20:45,1h 15m,1,No info,3100
427,IndiGo,18-06-19,Kolkata,Bangalore,CCU ? BLR,14:25,16:55,2h 30m,1,No info,4804
428,SpiceJet,15-04-19,Kolkata,Bangalore,CCU ? BLR,9:00,11:25,2h 25m,1,No info,4174
429,IndiGo,24-05-19,Bangalore,New Delhi,BLR ? DEL,23:30,25-05-21 2:20,2h 50m,1,No info,4591
430,IndiGo,06-05-19,Bangalore,New Delhi,BLR ? DEL,7:10,10:05,2h 55m,1,No info,4823
431,Air India,21-05-19,New Delhi,Cochin,DEL ? COK,18:05,21:10,3h 5m,1,No info,6094
432,Air India,24-03-19,Mumbai,Hyderabad,BOM ? HYD,21:05,22:25,1h 20m,1,No info,2575
433,Air India,06-03-19,Mumbai,Hyderabad,BOM ? HYD,19:30,20:45,1h 15m,1,No info,5462
434,Jet Airways,24-04-19,Bangalore,New Delhi,BLR ? DEL,17:45,20:45,3h,1,In-flight meal not included,4544
435,Jet Airways,01-04-19,Bangalore,New Delhi,BLR ? DEL,15:15,18:10,2h 55m,1,In-flight meal not included,4544
436,Jet Airways,21-03-19,Mumbai,Hyderabad,BOM ? HYD,15:50,17:20,1h 30m,1,No info,5678
437,IndiGo,03-06-19,Mumbai,Hyderabad,BOM ? HYD,9:10,10:40,1h 30m,1,No info,4049
438,IndiGo,24-03-19,Kolkata,Bangalore,CCU ? BLR,10:10,12:55,2h 45m,1,No info,6565
439,Air India,18-03-19,Bangalore,New Delhi,BLR ? DEL,17:00,19:45,2h 45m,1,No info,4441
440,SpiceJet,18-05-19,Chennai,Kolkata,MAA ? CCU,17:45,20:05,2h 20m,1,No info,3597
441,Jet Airways,18-06-19,Mumbai,Hyderabad,BOM ? HYD,19:35,21:05,1h 30m,1,No info,5678
442,Jet Airways,21-04-19,Bangalore,New Delhi,BLR ? DEL,6:00,8:45,2h 45m,1,In-flight meal not included,4544
443,IndiGo,24-05-19,Bangalore,New Delhi,BLR ? DEL,8:30,11:20,2h 50m,1,No info,4823
444,IndiGo,21-06-19,Bangalore,New Delhi,BLR ? DEL,20:00,22:50,2h 50m,1,No info,4823
445,Air India,01-04-19,Bangalore,New Delhi,BLR ? DEL,6:10,8:55,2h 45m,1,No info,5176
446,Air India,06-03-19,Kolkata,Bangalore,CCU ? BLR,20:45,23:20,2h 35m,1,No info,4435
447,IndiGo,18-05-19,Bangalore,New Delhi,BLR ? DEL,23:30,19-05-21 2:20,2h 50m,1,No info,4591
448,IndiGo,12-04-19,Kolkata,Bangalore,CCU ? BLR,4:40,7:15,2h 35m,1,No info,4174
449,Jet Airways,24-06-19,New Delhi,Cochin,DEL ? COK,11:00,14:15,3h 15m,1,In-flight meal not included,4256
450,IndiGo,06-05-19,Kolkata,Bangalore,CCU ? BLR,15:30,18:05,2h 35m,1,No info,4804
451,SpiceJet,21-04-19,Kolkata,Bangalore,CCU ? BLR,17:10,19:40,2h 30m,1,No info,4911
452,SpiceJet,15-06-19,Chennai,Kolkata,MAA ? CCU,8:20,10:35,2h 15m,1,No check-in baggage included,3543
453,IndiGo,06-06-19,Chennai,Kolkata,MAA ? CCU,11:35,14:00,2h 25m,1,No info,3858
454,Jet Airways,09-04-19,Bangalore,New Delhi,BLR ? DEL,8:20,11:20,3h,1,No info,7229
455,IndiGo,03-05-19,Kolkata,Bangalore,CCU ? BLR,20:20,22:55,2h 35m,1,No info,4804
456,Air India,18-04-19,Kolkata,Bangalore,CCU ? BLR,14:15,16:45,2h 30m,1,No info,5510
457,SpiceJet,27-03-19,Chennai,Kolkata,MAA ? CCU,8:20,10:35,2h 15m,1,No check-in baggage included,3332
458,Air India,06-05-19,Bangalore,New Delhi,BLR ? DEL,21:05,23:55,2h 50m,1,No info,5228
459,IndiGo,06-05-19,Kolkata,Bangalore,CCU ? BLR,11:30,14:05,2h 35m,1,No info,5224
460,Jet Airways,06-05-19,Bangalore,New Delhi,BLR ? DEL,15:15,18:10,2h 55m,1,In-flight meal not included,3702
461,IndiGo,18-03-19,Mumbai,Hyderabad,BOM ? HYD,19:05,20:30,1h 25m,1,No info,2754
462,Air Asia,24-05-19,Bangalore,New Delhi,BLR ? DEL,11:10,13:55,2h 45m,1,No info,3383
463,Air India,15-04-19,Bangalore,New Delhi,BLR ? DEL,13:20,16:10,2h 50m,1,No info,5228
464,IndiGo,24-05-19,Kolkata,Bangalore,CCU ? BLR,14:25,16:55,2h 30m,1,No info,5224
465,Jet Airways,01-05-19,Bangalore,New Delhi,BLR ? DEL,18:55,22:00,3h 5m,1,In-flight meal not included,4030
466,Air India,18-03-19,Mumbai,Hyderabad,BOM ? HYD,19:30,20:45,1h 15m,1,No info,2050
467,Jet Airways,15-05-19,Bangalore,New Delhi,BLR ? DEL,15:15,18:10,2h 55m,1,In-flight meal not included,3502
468,Air India,24-06-19,Bangalore,New Delhi,BLR ? DEL,10:00,12:45,2h 45m,1,No info,6961
469,Jet Airways,09-04-19,Bangalore,New Delhi,BLR ? DEL,15:50,18:45,2h 55m,1,In-flight meal not included,4544
470,SpiceJet,18-05-19,Kolkata,Bangalore,CCU ? BLR,14:55,17:25,2h 30m,1,No check-in baggage included,3841
471,Air India,01-04-19,Mumbai,Hyderabad,BOM ? HYD,6:20,7:40,1h 20m,1,No info,3100
472,SpiceJet,15-04-19,Bangalore,New Delhi,BLR ? DEL,5:55,8:35,2h 40m,1,No check-in baggage included,4319
473,IndiGo,01-05-19,Mumbai,Hyderabad,BOM ? HYD,20:05,21:40,1h 35m,1,No info,2227
474,SpiceJet,24-03-19,Kolkata,Bangalore,CCU ? BLR,22:20,25-03-21 0:40,2h 20m,1,No info,5831
475,IndiGo,09-06-19,Kolkata,Bangalore,CCU ? BLR,21:25,10-06-21 0:05,2h 40m,1,No info,4804
476,Jet Airways,09-06-19,Bangalore,New Delhi,BLR ? DEL,18:55,22:00,3h 5m,1,In-flight meal not included,7229
477,SpiceJet,09-06-19,Bangalore,New Delhi,BLR ? DEL,21:10,10-06-21 0:05,2h 55m,1,No check-in baggage included,3919
